lon,lat,overspeed_cam_count100,floating_pop_count50,bump_count0,parking_count12.5,parking_count25,car_count1000,child_count1000,elem_kinder_count400,numberSchoolZone_count400,accident_count12.5,accident_count25,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25,num_cram_school_count400,shortest_cross_count0,shortest_traffic_signal_count0,shortest_sidewalk_count0,barrier_nearby_count12.5,barrier_nearby_count25
127.06150917316641,37.149280591106155,0,390.89812499999994,143.58256780645854,0,0,470,24.0,1,0,0,1,90.53,69.89,84.5725,1.0,1.3333333333333333,2,3,17,0.0,4.965855145735414,58.86046318640834,-2,-2
127.06161547872827,37.14950332987456,0,507.7391666666667,117.12197677499825,0,0,470,24.0,1,0,0,1,,79.78666666666668,82.80937500000002,1.0,1.75,1,4,17,19.934105120594158,16.786557504168453,42.78253881904227,-2,-2
127.06186518201919,37.149617022500586,0,364.7188888888889,98.52598820418012,0,0,470,24.0,1,0,0,0,84.97,94.67666666666666,79.33500000000001,1.0,2.0,2,3,26,16.63181866678786,21.477200716709863,33.34889648672648,-2,-2
127.06095674539348,37.149433071462795,0,427.0779166666666,154.75513156616765,0,0,470,24.0,1,0,0,0,90.53,96.02375,88.85833333333335,1.0,2.0,1,3,4,11.36029989185292,9.200259473799573,8.918162978352962,-2,-2
127.06123724516807,37.14945708580803,0,476.31055555555554,137.43789002852932,0,0,470,24.0,1,0,0,1,90.53,79.57000000000001,90.39,1.0,2.0,1,3,17,24.794651183878617,27.730342877363373,29.463052903628622,-2,-2
127.0614611512756,37.1493198798057,0,390.89812499999994,141.1970114021386,0,0,470,24.0,1,0,1,1,90.53,69.89,84.5725,1.0,1.3333333333333333,2,3,17,0.0,7.210270536358541,53.180082804070075,-2,-2
127.0683494614262,37.15483885046748,0,200.88027777777776,326.0371934000351,1,5,1642,162.0,5,2,1,1,85.0225,85.0225,85.44375,2.0,2.0,0,0,15,12.617952080412856,11.592142293330086,11.117300641664235,-2,-2
127.07355846165295,37.146371168024324,0,142.95027777777776,352.7392003773619,0,0,1909,163.0,12,1,0,0,59.17,59.17,60.165000000000006,3.0,3.0,0,0,160,11.214116097765393,16.047135789696096,14.634034776310518,-2,-2
127.07327258609129,37.146376097380255,0,151.62541666666667,338.5193531286205,0,0,1909,163.0,12,1,0,0,61.160000000000004,61.160000000000004,62.258333333333326,3.0,3.0,0,0,160,0.0,7.3630809091583425,4.706582501628703,-2,-2
127.07298671052965,37.14638102673618,0,157.43805555555556,325.66310857899646,0,0,1909,163.0,10,1,0,0,61.160000000000004,63.802499999999995,63.802499999999995,3.0,2.5,0,0,160,24.833467028054176,28.06719836903665,4.938182562421963,-2,-2
